Rank,Player,Nationality,Position,Age,Birth_Year,Matches_Played,Games_Started,Minutes,X90s_Played,Goals_Per_90,Assists_Per_90,Goals_Plus_Assists_Per_90,Non_Penalty_Goals_Per_90,Non_Penalty_Goals_Plus_Assists_Per_90,Expected_Goals_Per_90,Exp_Assisted_Goals_Per_90,Exp_Goals_Plus_Exp_Assists_Per_90,Non_Penalty_xG_Per_90,Non_Penalty_xG_Plus_Exp_Assists_Per_90,Progressive_Carries_Per_90,Progressive_Passes_Per_90,Progressive_Passes_Received_Per_90,Yellow_Cards_Per_90,Red_Cards_Per_90,Penalties_Attempted_Per_90,Tackles_Per_90,Tackles_Won_Per_90,Tackles_Def_3rd_Per_90,Tackles_Mid_3rd_Per_90,Tackles_Att_3rd_Per_90,Dribblers_Tackled_Per_90,Dribbles_Challenged_Per_90,Challenges_Lost_Per_90,Blocks_Per_90,Shots_Blocked_Per_90,Passes_Blocked_Per_90,Interceptions_Per_90,Tackles_Plus_Interceptions_Per_90,Clearances_Per_90,Errors_Leading_To_Shot_Per_90,name_key_1,comp_key_1,player_market_value_euro,current_club,comp_name,player_url,Main_Position,tactical_roles_kmeans,tactical_roles_hdbscan,tactical_role_name,umap_x,umap_y,hdbscan_probabilities,model_label
1556,Deiver Machado,co COL,"DF,MF",30,1993,27,20,1805,20.1,0.05,0.2,0.25,0.05,0.25,0.11,0.1,0.22,0.11,0.22,2.08955223880597,2.238805970149253,3.980099502487562,0.3482587064676616,0.099502487562189,0.0,1.7910447761194028,1.2935323383084576,0.6965174129353233,0.6965174129353233,0.3980099502487562,0.8457711442786069,1.4925373134328357,0.6467661691542288,0.9950248756218903,0.1990049751243781,0.7960199004975124,0.7960199004975124,2.587064676616915,1.6915422885572138,0.099502487562189,DEIVER MACHADO,DEIVER MACHADO_1993,3000000.0,FC Nantes,Ligue 1,https://www.transfermarkt.com/deiver-machado/profil/spieler/332560,DF,4,6,Box-box / All rounder,5.435573,5.7856684,1.0,7
1423,Dejan Kulusevski,se SWE,"MF,FW",24,2000,32,27,2389,26.5,0.26,0.15,0.41,0.26,0.41,0.16,0.23,0.39,0.16,0.39,4.528301886792453,4.679245283018868,7.924528301886792,0.1132075471698113,0.0,0.0,1.69811320754717,0.8679245283018868,0.6415094339622641,0.490566037735849,0.5660377358490566,0.7169811320754716,1.9245283018867925,1.2075471698113207,1.2830188679245282,0.1886792452830188,1.0943396226415094,0.490566037735849,2.188679245283019,0.3773584905660377,0.0377358490566037,DEJAN KULUSEVSKI,DEJAN KULUSEVSKI_2000,50000000.0,Tottenham Hotspur,Premier League,https://www.transfermarkt.com/dejan-kulusevski/profil/spieler/431755,MF,2,4,Wingers / Ball Carriers,2.4241316,4.7544775,0.7140475693725299,5
2517,Denis Suárez,es ESP,MF,30,1994,21,7,608,6.8,0.15,0.15,0.3,0.15,0.3,0.14,0.22,0.36,0.14,0.36,3.9705882352941178,5.147058823529412,3.5294117647058822,0.0,0.0,0.0,1.7647058823529411,1.1764705882352942,1.0294117647058825,0.2941176470588235,0.4411764705882353,0.5882352941176471,1.4705882352941178,0.8823529411764706,0.5882352941176471,0.1470588235294117,0.4411764705882353,0.4411764705882353,2.2058823529411766,0.4411764705882353,0.0,DENIS SUAREZ,DENIS SUAREZ_1994,1200000.0,Deportivo Alavés,LaLiga,https://www.transfermarkt.com/denis-suarez/profil/spieler/165007,MF,2,-1,Hybrid Players,3.9180489,4.238983,0.0,0
2681,Denis Vavro,sk SVK,DF,28,1996,29,27,2461,27.3,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,0.3296703296703296,3.5164835164835164,0.1098901098901098,0.1465201465201465,0.0,0.0,0.7692307692307692,0.4761904761904761,0.5860805860805861,0.1831501831501831,0.0,0.4029304029304029,0.8424908424908425,0.4395604395604395,1.7582417582417582,1.1721611721611722,0.5860805860805861,1.3553113553113554,2.1245421245421245,8.571428571428571,0.1098901098901098,DENIS VAVRO,DENIS VAVRO_1996,7000000.0,VfL Wolfsburg,Bundesliga,https://www.transfermarkt.com/denis-vavro/profil/spieler/239962,DF,3,1,Traditional Centre Backs / Blockers ,10.555428,8.431184,0.8617041555520073,2
2812,Denis Zakaria,ch SUI,MF,27,1996,26,24,2144,23.8,0.25,0.17,0.42,0.17,0.34,0.22,0.06,0.28,0.15,0.21,1.134453781512605,4.7478991596638656,1.512605042016807,0.2100840336134453,0.0,0.0840336134453781,1.722689075630252,1.092436974789916,0.6302521008403361,0.7983193277310924,0.2941176470588235,1.0084033613445378,1.3865546218487397,0.3781512605042016,1.3025210084033614,0.3361344537815126,0.9663865546218487,1.4285714285714286,3.1512605042016806,1.638655462184874,0.042016806722689,DENIS ZAKARIA,DENIS ZAKARIA_1996,30000000.0,AS Monaco,Ligue 1,https://www.transfermarkt.com/denis-zakaria/profil/spieler/334526,MF,4,5,Fullback / Wingbacks / Overlappers,6.7464056,5.6328244,0.8604833510687867,6
2650,Deniz Undav,de GER,"FW,MF",28,1996,27,20,1726,19.2,0.47,0.16,0.63,0.47,0.63,0.61,0.19,0.79,0.61,0.79,1.6145833333333337,3.6458333333333335,7.34375,0.2083333333333333,0.0,0.0,0.5729166666666667,0.5208333333333334,0.1041666666666666,0.15625,0.3125,0.0520833333333333,0.8854166666666667,0.8333333333333334,0.78125,0.1041666666666666,0.6770833333333334,0.15625,0.7291666666666667,0.5208333333333334,0.0,DENIZ UNDAV,DENIZ UNDAV_1996,20000000.0,VfB Stuttgart,Bundesliga,https://www.transfermarkt.com/deniz-undav/profil/spieler/339314,FW,0,0,Goals Scorers / Finishers,0.47805005,5.778809,0.818937489269929,1
139,Dennis Appiah,fr FRA,DF,32,1992,29,22,2128,23.6,0.0,0.04,0.04,0.0,0.04,0.01,0.09,0.1,0.01,0.1,2.1610169491525424,4.576271186440677,4.661016949152542,0.0847457627118644,0.0,0.0,3.0084745762711864,1.8220338983050848,1.7796610169491525,0.9322033898305084,0.2966101694915254,1.7372881355932202,3.0084745762711864,1.271186440677966,1.5254237288135593,0.3389830508474576,1.1864406779661016,1.2288135593220335,4.23728813559322,3.771186440677966,0.0847457627118644,DENNIS APPIAH,DENNIS APPIAH_1992,800000.0,AS Saint-Étienne,Ligue 1,https://www.transfermarkt.com/dennis-appiah/profil/spieler/111038,DF,1,-1,Hybrid Players,8.454677,3.985395,0.0,0
988,Dennis Geiger,de GER,"MF,FW",26,1998,20,7,734,8.2,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,1.4634146341463417,4.51219512195122,2.5609756097560976,0.4878048780487805,0.0,0.0,2.9268292682926838,1.3414634146341464,1.0975609756097562,1.5853658536585369,0.2439024390243902,1.4634146341463417,2.317073170731708,0.853658536585366,1.829268292682927,0.2439024390243902,1.5853658536585369,0.853658536585366,3.780487804878049,0.7317073170731708,0.1219512195121951,DENNIS GEIGER,DENNIS GEIGER_1998,2000000.0,Aberdeen FC,Bundesliga,https://www.transfermarkt.com/dennis-geiger/profil/spieler/251309,MF,1,-1,Hybrid Players,7.1385174,4.40904,0.0,0
1597,Dennis Man,ro ROU,"FW,MF",25,1998,33,23,1995,22.2,0.18,0.18,0.36,0.18,0.36,0.25,0.19,0.44,0.25,0.44,3.0180180180180183,2.702702702702702,6.396396396396397,0.0,0.0,0.0,0.5855855855855856,0.2702702702702703,0.3153153153153153,0.1351351351351351,0.1351351351351351,0.2702702702702703,1.0810810810810811,0.8108108108108109,0.6756756756756757,0.1351351351351351,0.5405405405405406,0.3603603603603604,0.945945945945946,0.4954954954954955,0.0,DENNIS MAN,DENNIS MAN_1998,10000000.0,PSV Eindhoven,Serie A,https://www.transfermarkt.com/dennis-man/profil/spieler/397486,FW,2,4,Wingers / Ball Carriers,2.0023172,4.600503,0.8913208730838814,5
794,Denzel Dumfries,nl NED,"DF,FW",28,1996,29,20,1955,21.7,0.32,0.09,0.41,0.32,0.41,0.25,0.15,0.4,0.25,0.4,2.5345622119815667,2.350230414746544,7.972350230414746,0.184331797235023,0.0,0.0,1.152073732718894,0.8294930875576038,0.5529953917050692,0.4147465437788019,0.184331797235023,0.6451612903225806,1.2442396313364057,0.599078341013825,1.4285714285714286,0.3686635944700461,1.0599078341013826,0.2764976958525346,1.4285714285714286,1.19815668202765,0.0460829493087557,DENZEL DUMFRIES,DENZEL DUMFRIES_1996,35000000.0,Inter Milan,Serie A,https://www.transfermarkt.com/denzel-dumfries/profil/spieler/321528,DF,2,4,Wingers / Ball Carriers,2.2633672,5.815651,0.7307615231782475,5
598,Derek Cornelius,ca CAN,DF,26,1997,21,17,1420,15.8,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,0.6329113924050632,4.30379746835443,0.6962025316455696,0.5696202531645569,0.1265822784810126,0.0,1.5189873417721518,1.0759493670886076,0.9493670886075948,0.5063291139240506,0.0632911392405063,1.0759493670886076,1.3924050632911391,0.3164556962025316,1.0126582278481011,0.6329113924050632,0.3797468354430379,0.8860759493670886,2.4050632911392404,3.2278481012658227,0.0,DEREK CORNELIUS,DEREK CORNELIUS_1997,5000000.0,Rangers FC,Ligue 1,https://www.transfermarkt.com/derek-cornelius/profil/spieler/328609,DF,3,-1,Hybrid Players,8.222291,7.5705113,0.0,0
1374,Derrick Köhn,gh GHA,"DF,FW",25,1999,27,14,1343,14.9,0.13,0.13,0.27,0.13,0.27,0.05,0.11,0.16,0.05,0.16,2.416107382550336,2.61744966442953,8.187919463087248,0.1342281879194631,0.0,0.0,1.342281879194631,0.6711409395973155,0.4697986577181208,0.6711409395973155,0.2013422818791946,0.6711409395973155,0.9395973154362416,0.2684563758389262,1.4093959731543624,0.2684563758389262,1.140939597315436,0.6711409395973155,2.013422818791946,1.74496644295302,0.0,DERRICK KOHN,DERRICK KOHN_1999,5000000.0,1.FC Union Berlin,Bundesliga,https://www.transfermarkt.com/derrick-kohn/profil/spieler/391780,DF,2,-1,Hybrid Players,4.3568683,5.893096,0.0,0
2644,Destiny Udogie,it ITA,DF,21,2002,25,24,1924,21.4,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,2.5233644859813085,5.654205607476636,4.392523364485982,0.0934579439252336,0.0,0.0,3.504672897196262,2.196261682242991,1.9626168224299068,1.2149532710280375,0.3271028037383178,1.5420560747663552,2.242990654205608,0.7009345794392524,1.869158878504673,0.2803738317757009,1.588785046728972,1.0280373831775702,4.532710280373832,1.6822429906542058,0.0467289719626168,DESTINY UDOGIE,DESTINY UDOGIE_2002,40000000.0,Tottenham Hotspur,Premier League,https://www.transfermarkt.com/destiny-udogie/profil/spieler/556385,DF,1,3,Ball Winners / Enforcers / Press Specialists,7.1600986,3.6591055,1.0,4
2199,Devyne Rensch,nl NED,DF,21,2003,14,5,469,5.2,0.0,0.19,0.19,0.0,0.19,0.05,0.15,0.2,0.05,0.2,0.3846153846153846,2.692307692307692,4.807692307692308,0.0,0.0,0.0,3.269230769230769,2.5,1.5384615384615383,1.5384615384615383,0.1923076923076923,1.7307692307692306,1.923076923076923,0.1923076923076923,0.9615384615384616,0.5769230769230769,0.3846153846153846,1.346153846153846,4.615384615384615,2.3076923076923075,0.1923076923076923,DEVYNE RENSCH,DEVYNE RENSCH_2003,10000000.0,AS Roma,Serie A,https://www.transfermarkt.com/devyne-rensch/profil/spieler/557407,DF,1,-1,Hybrid Players,8.686833,5.8484097,0.0,0
486,Diego Carlos,br BRA,DF,31,1993,10,8,830,9.2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.3260869565217391,3.695652173913044,0.0,0.108695652173913,0.0,0.0,0.8695652173913044,0.3260869565217391,0.6521739130434783,0.108695652173913,0.108695652173913,0.4347826086956522,0.6521739130434783,0.2173913043478261,1.4130434782608696,0.7608695652173914,0.6521739130434783,0.5434782608695653,1.4130434782608696,3.91304347826087,0.2173913043478261,DIEGO CARLOS,DIEGO CARLOS_1993,9500000.0,Como 1907,Premier League,https://www.transfermarkt.com/diego-carlos/profil/spieler/329145,DF,3,1,Traditional Centre Backs / Blockers ,9.906025,8.467867,1.0,2
595,Diego Coppola,it ITA,DF,20,2003,34,33,2927,32.5,0.06,0.0,0.06,0.06,0.06,0.02,0.0,0.02,0.02,0.02,0.123076923076923,1.476923076923077,0.0923076923076923,0.3076923076923077,0.0,0.0,2.0307692307692307,1.1076923076923078,1.476923076923077,0.4307692307692308,0.123076923076923,0.8615384615384616,1.2307692307692308,0.3692307692307692,1.353846153846154,0.7384615384615385,0.6153846153846154,2.2153846153846155,4.246153846153846,5.969230769230769,0.0615384615384615,DIEGO COPPOLA,DIEGO COPPOLA_2003,10000000.0,Paris FC,Serie A,https://www.transfermarkt.com/diego-coppola/profil/spieler/660860,DF,3,1,Traditional Centre Backs / Blockers ,9.495137,7.237156,0.7245156339099812,2
1026,Diego Gómez,py PAR,MF,21,2003,16,4,516,5.7,0.17,0.0,0.17,0.17,0.17,0.15,0.13,0.28,0.15,0.28,1.4035087719298245,4.7368421052631575,4.035087719298246,0.0,0.0,0.0,3.684210526315789,2.280701754385965,1.9298245614035088,1.4035087719298245,0.3508771929824561,2.1052631578947367,3.8596491228070176,1.7543859649122806,2.280701754385965,0.0,2.280701754385965,1.4035087719298245,5.087719298245614,1.7543859649122806,0.175438596491228,DIEGO GOMEZ,DIEGO GOMEZ_2003,14000000.0,Brighton & Hove Albion,Premier League,https://www.transfermarkt.com/diego-gomez/profil/spieler/996897,MF,1,-1,Hybrid Players,7.3526735,3.1101797,0.0,0
1504,Diego Llorente,es ESP,DF,30,1993,30,29,2519,28.0,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,0.25,2.892857142857143,0.1071428571428571,0.1428571428571428,0.0,0.0,1.2857142857142858,0.7142857142857143,0.8214285714285714,0.4285714285714285,0.0357142857142857,0.8928571428571429,1.3571428571428572,0.4642857142857143,1.0357142857142858,0.7142857142857143,0.3214285714285714,1.5357142857142858,2.821428571428572,5.5,0.0357142857142857,DIEGO LLORENTE,DIEGO LLORENTE_1993,6000000.0,Real Betis Balompié,LaLiga,https://www.transfermarkt.com/diego-llorente/profil/spieler/246291,DF,3,1,Traditional Centre Backs / Blockers ,9.706714,8.530941,0.9094482428345736,2
1519,Diego López,es ESP,"MF,FW",22,2002,38,35,2737,30.4,0.26,0.16,0.43,0.26,0.43,0.22,0.17,0.38,0.22,0.38,2.5,2.796052631578948,7.203947368421053,0.0986842105263157,0.0,0.0,1.0197368421052633,0.5921052631578948,0.3618421052631579,0.5263157894736842,0.131578947368421,0.5263157894736842,1.5460526315789471,1.0197368421052633,0.986842105263158,0.0,0.986842105263158,0.5263157894736842,1.5460526315789471,0.493421052631579,0.0,DIEGO LOPEZ,DIEGO LOPEZ_2002,15000000.0,Valencia CF,LaLiga,https://www.transfermarkt.com/diego-lopez/profil/spieler/617081,MF,2,4,Wingers / Ball Carriers,3.109677,4.8296447,0.7922876122240619,5
1785,Diego Moreira,be BEL,"DF,MF",19,2004,32,29,2568,28.5,0.07,0.25,0.32,0.07,0.32,0.07,0.25,0.33,0.07,0.33,3.473684210526316,3.0526315789473686,8.596491228070175,0.1403508771929824,0.0350877192982456,0.0,1.543859649122807,0.9824561403508772,0.5964912280701754,0.6666666666666666,0.2807017543859649,0.8421052631578947,1.7543859649122806,0.912280701754386,0.8070175438596491,0.1403508771929824,0.6666666666666666,1.2280701754385963,2.771929824561404,2.280701754385965,0.0,DIEGO MOREIRA,DIEGO MOREIRA_2004,18000000.0,RC Strasbourg Alsace,Ligue 1,https://www.transfermarkt.com/diego-moreira/profil/spieler/655006,DF,2,-1,Hybrid Players,3.3559794,4.1917768,0.0,0
2212,Diego Rico,es ESP,DF,31,1993,33,32,2819,31.3,0.0,0.1,0.1,0.0,0.1,0.01,0.09,0.1,0.01,0.1,0.8626198083067093,4.345047923322683,2.68370607028754,0.2875399361022364,0.0319488817891373,0.0,2.587859424920128,1.5654952076677315,1.5015974440894568,0.926517571884984,0.1597444089456869,1.5015974440894568,2.7156549520766773,1.2140575079872205,1.3099041533546325,0.0958466453674121,1.2140575079872205,1.0862619808306708,3.674121405750799,3.258785942492013,0.0638977635782747,DIEGO RICO,DIEGO RICO_1993,1200000.0,Getafe CF,LaLiga,https://www.transfermarkt.com/diego-rico/profil/spieler/249513,DF,1,-1,Hybrid Players,8.405205,4.009293,0.0,0
211,Dilane Bakwa,fr FRA,"MF,DF",21,2002,30,29,2497,27.7,0.22,0.29,0.5,0.22,0.5,0.17,0.24,0.41,0.17,0.41,3.862815884476535,4.657039711191336,8.989169675090253,0.1444043321299639,0.0,0.0,0.9386281588447654,0.5054151624548736,0.3971119133574007,0.2888086642599278,0.2527075812274368,0.4332129963898917,0.8664259927797834,0.4332129963898917,0.7581227436823105,0.0361010830324909,0.7220216606498195,0.5415162454873647,1.48014440433213,0.9747292418772564,0.0,DILANE BAKWA,DILANE BAKWA_2002,25000000.0,Nottingham Forest,Ligue 1,https://www.transfermarkt.com/dilane-bakwa/profil/spieler/540664,MF,2,4,Wingers / Ball Carriers,1.3987416,4.4430547,1.0,5
924,Dimitri Foulquier,fr FRA,DF,31,1993,32,25,2299,25.5,0.0,0.04,0.04,0.0,0.04,0.02,0.05,0.07,0.02,0.07,1.8823529411764703,3.803921568627451,2.588235294117647,0.2352941176470588,0.0,0.0,1.8823529411764703,1.2156862745098038,1.1372549019607845,0.5098039215686274,0.2352941176470588,0.9411764705882352,1.411764705882353,0.4705882352941176,0.8235294117647058,0.196078431372549,0.6274509803921569,0.6274509803921569,2.5098039215686274,3.372549019607843,0.0392156862745098,DIMITRI FOULQUIER,DIMITRI FOULQUIER_1993,1500000.0,Valencia CF,LaLiga,https://www.transfermarkt.com/dimitri-foulquier/profil/spieler/170472,DF,4,5,Fullback / Wingbacks / Overlappers,6.639296,6.6165648,0.8124859718626876,6
997,Dimitris Giannoulis,gr GRE,DF,28,1995,31,31,2650,29.4,0.03,0.14,0.17,0.03,0.17,0.04,0.14,0.18,0.04,0.18,2.0408163265306123,3.537414965986395,5.578231292517007,0.272108843537415,0.0,0.0,1.598639455782313,1.08843537414966,0.9183673469387756,0.54421768707483,0.1360544217687075,0.8843537414965987,1.4965986394557824,0.6122448979591837,1.6666666666666667,0.3741496598639456,1.2925170068027212,1.598639455782313,3.197278911564626,2.5510204081632653,0.0,DIMITRIS GIANNOULIS,DIMITRIS GIANNOULIS_1995,3000000.0,FC Augsburg,Bundesliga,https://www.transfermarkt.com/dimitrios-giannoulis/profil/spieler/295630,DF,4,6,Box-box / All rounder,5.420544,5.9979014,0.8690176216999081,7
649,Diogo Dalot,pt POR,DF,25,1999,33,31,2814,31.3,0.0,0.1,0.1,0.0,0.1,0.07,0.07,0.13,0.07,0.13,1.980830670926517,3.29073482428115,5.367412140575079,0.1597444089456869,0.0,0.0,2.1725239616613417,1.2779552715654952,1.2779552715654952,0.7028753993610224,0.1916932907348242,1.0862619808306708,1.6613418530351438,0.5750798722044729,0.7028753993610224,0.2875399361022364,0.4153354632587859,1.182108626198083,3.3546325878594248,2.3003194888178915,0.0,DIOGO DALOT,DIOGO DALOT_1999,30000000.0,Manchester United,Premier League,https://www.transfermarkt.com/diogo-dalot/profil/spieler/357147,DF,4,6,Box-box / All rounder,6.1257744,5.735405,0.9110602790781801,7
1278,Diogo Jota,pt POR,FW,27,1996,26,14,1196,13.3,0.45,0.23,0.68,0.45,0.68,0.6,0.14,0.74,0.6,0.74,2.781954887218045,2.556390977443609,6.616541353383458,0.150375939849624,0.0,0.0,1.0526315789473684,0.6015037593984962,0.150375939849624,0.6015037593984962,0.3007518796992481,0.5263157894736842,1.4285714285714286,0.9022556390977444,0.6766917293233082,0.0,0.6766917293233082,0.6015037593984962,1.6541353383458646,0.4511278195488721,0.0,DIOGO JOTA,DIOGO JOTA_1996,40000000.0,---,Premier League,https://www.transfermarkt.com/diogo-jota/profil/spieler/340950,FW,0,-1,Hybrid Players,0.600329,5.6506286,0.0,0
1468,Diogo Leite,pt POR,DF,25,1999,30,29,2546,28.3,0.04,0.07,0.11,0.04,0.11,0.05,0.04,0.08,0.05,0.08,0.7067137809187279,4.098939929328622,0.5653710247349824,0.1060070671378091,0.0,0.0,2.2614840989399294,1.1307420494699647,1.519434628975265,0.6007067137809187,0.1413427561837456,1.1660777385159011,1.7667844522968197,0.6007067137809187,2.15547703180212,0.8833922261484098,1.2720848056537102,2.0141342756183747,4.275618374558304,5.724381625441696,0.0353356890459364,DIOGO LEITE,DIOGO LEITE_1999,17000000.0,1.FC Union Berlin,Bundesliga,https://www.transfermarkt.com/diogo-leite/profil/spieler/357156,DF,3,1,Traditional Centre Backs / Blockers ,9.63898,7.1040406,0.7245156339099812,2
563,Djaoui Cissé,fr FRA,MF,20,2004,14,14,1121,12.5,0.08,0.0,0.08,0.08,0.08,0.03,0.02,0.05,0.03,0.05,1.28,6.72,1.12,0.32,0.0,0.0,2.64,1.44,0.96,1.2,0.48,1.28,2.08,0.8,2.32,0.32,2.0,1.04,3.68,0.88,0.08,DJAOUI CISSE,DJAOUI CISSE_2004,8000000.0,Stade Rennais FC,Ligue 1,https://www.transfermarkt.com/djaoui-cisse/profil/spieler/931160,MF,1,3,Ball Winners / Enforcers / Press Specialists,7.0795546,3.6268373,1.0,4
2487,Djed Spence,eng ENG,DF,23,2000,25,19,1792,19.9,0.05,0.1,0.15,0.05,0.15,0.03,0.09,0.12,0.03,0.12,2.9648241206030157,5.276381909547739,3.5175879396984926,0.2010050251256281,0.050251256281407,0.0,2.361809045226131,1.7085427135678393,1.256281407035176,0.7537688442211056,0.3517587939698492,1.155778894472362,1.5075376884422111,0.3517587939698492,1.407035175879397,0.4522613065326633,0.9547738693467336,1.055276381909548,3.4170854271356785,3.7185929648241207,0.100502512562814,DJED SPENCE,DJED SPENCE_2000,20000000.0,Tottenham Hotspur,Premier League,https://www.transfermarkt.com/djed-spence/profil/spieler/483348,DF,4,-1,Hybrid Players,7.987104,5.6914115,0.0,0
2407,Djibril Sidibé,fr FRA,DF,32,1992,28,24,2101,23.3,0.0,0.13,0.13,0.0,0.13,0.02,0.13,0.14,0.02,0.14,0.6866952789699571,5.1931330472103,2.145922746781116,0.0429184549356223,0.0,0.0,2.7896995708154506,1.5450643776824031,1.4592274678111588,0.944206008583691,0.3862660944206008,1.330472103004292,2.145922746781116,0.815450643776824,0.4721030042918455,0.1287553648068669,0.3433476394849785,0.8583690987124464,3.648068669527897,2.7467811158798283,0.0429184549356223,DJIBRIL SIDIBE,DJIBRIL SIDIBE_1992,1000000.0,FC Toulouse,Ligue 1,https://www.transfermarkt.com/djibril-sidibe/profil/spieler/161869,DF,4,5,Fullback / Wingbacks / Overlappers,6.3781943,6.3290915,0.8669369797121027,6
2484,Djibril Sow,ch SUI,MF,27,1997,30,24,2062,22.9,0.09,0.04,0.13,0.09,0.13,0.1,0.07,0.18,0.1,0.18,1.0043668122270744,4.366812227074236,2.183406113537118,0.2183406113537118,0.0,0.0,1.091703056768559,0.6113537117903931,0.5676855895196506,0.4366812227074236,0.0873362445414847,0.3493449781659389,0.7423580786026202,0.3930131004366812,0.7860262008733625,0.131004366812227,0.6550218340611355,1.2227074235807862,2.3144104803493453,1.1353711790393013,0.0436681222707423,DJIBRIL SOW,DJIBRIL SOW_1997,7500000.0,Sevilla FC,LaLiga,https://www.transfermarkt.com/djibril-sow/profil/spieler/212723,MF,4,-1,Hybrid Players,7.19155,6.965934,0.0,0
1541,Dodi Lukebakio,be BEL,FW,26,1997,38,36,3092,34.4,0.32,0.06,0.38,0.29,0.35,0.29,0.13,0.42,0.27,0.4,3.808139534883721,2.703488372093023,7.180232558139535,0.0872093023255814,0.0290697674418604,0.0290697674418604,0.6395348837209303,0.4069767441860465,0.2325581395348837,0.2325581395348837,0.1744186046511628,0.436046511627907,0.7848837209302326,0.3488372093023256,0.5232558139534884,0.0290697674418604,0.4941860465116279,0.3197674418604651,0.9593023255813954,0.4941860465116279,0.0581395348837209,DODI LUKEBAKIO,DODI LUKEBAKIO_1997,20000000.0,SL Benfica,LaLiga,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259,FW,0,4,Wingers / Ball Carriers,1.9121668,6.04023,0.7509755659273246,5
753,Dodô,br BRA,DF,25,1998,35,35,3115,34.6,0.0,0.14,0.14,0.0,0.14,0.04,0.12,0.16,0.04,0.16,4.132947976878612,3.699421965317919,5.578034682080925,0.2312138728323699,0.0,0.0,1.2716763005780347,0.8670520231213873,0.722543352601156,0.3179190751445087,0.2312138728323699,0.722543352601156,1.416184971098266,0.6936416184971098,0.6358381502890174,0.1445086705202312,0.4913294797687861,1.0115606936416184,2.283236994219653,1.676300578034682,0.0578034682080924,DODO,DODO_1998,24000000.0,ACF Fiorentina,Serie A,https://www.transfermarkt.com/dodo/profil/spieler/401529,DF,4,6,Box-box / All rounder,4.92898,6.1766376,0.9780514245874793,7
375,Domagoj Bradarić,hr CRO,DF,24,1999,28,24,1933,21.5,0.05,0.0,0.05,0.05,0.05,0.04,0.1,0.14,0.04,0.14,1.3953488372093024,2.13953488372093,3.86046511627907,0.2790697674418604,0.0,0.0,1.6744186046511629,1.302325581395349,0.9767441860465116,0.5116279069767442,0.1860465116279069,0.8372093023255814,1.3488372093023255,0.5116279069767442,0.7906976744186046,0.1860465116279069,0.6046511627906976,0.6976744186046512,2.372093023255814,2.2790697674418605,0.0465116279069767,DOMAGOJ BRADARIC,DOMAGOJ BRADARIC_1999,4000000.0,Hellas Verona,Serie A,https://www.transfermarkt.com/domagoj-bradaric/profil/spieler/357796,DF,4,-1,Hybrid Players,5.935241,6.3470583,0.0,0
789,Domingos Duarte,pt POR,DF,29,1995,22,21,1859,20.7,0.05,0.0,0.05,0.05,0.05,0.01,0.0,0.01,0.01,0.01,0.144927536231884,2.2705314009661834,0.144927536231884,0.1932367149758454,0.0966183574879227,0.0,1.352657004830918,0.7246376811594203,1.0628019323671498,0.1932367149758454,0.0966183574879227,0.821256038647343,1.0144927536231885,0.1932367149758454,1.352657004830918,0.7729468599033816,0.5797101449275363,0.8695652173913043,2.2222222222222223,7.342995169082126,0.0483091787439613,DOMINGOS DUARTE,DOMINGOS DUARTE_1995,800000.0,Getafe CF,LaLiga,https://www.transfermarkt.com/domingos-duarte/profil/spieler/257376,DF,3,1,Traditional Centre Backs / Blockers ,9.977108,9.225908,0.9135774515310079,2
443,Dominic Calvert-Lewin,eng ENG,FW,27,1997,26,19,1609,17.9,0.17,0.06,0.22,0.17,0.22,0.38,0.04,0.41,0.38,0.41,1.2849162011173183,1.11731843575419,6.256983240223464,0.111731843575419,0.0,0.0,0.5027932960893855,0.3910614525139665,0.0558659217877095,0.223463687150838,0.223463687150838,0.111731843575419,0.335195530726257,0.223463687150838,0.3910614525139665,0.111731843575419,0.2793296089385475,0.3910614525139665,0.893854748603352,1.2849162011173183,0.0,DOMINIC CALVERT-LEWIN,DOMINIC CALVERT-LEWIN_1997,16000000.0,Leeds United,Premier League,https://www.transfermarkt.com/dominic-calvert-lewin/profil/spieler/306024,FW,0,0,Goals Scorers / Finishers,0.9563272,7.6244955,1.0,1
